seed;N;max_generation;max_season_time_steps;n_sites;data_print_interval;init_resources_site;init_predator_density;mu_an;an_init;mu_bn;bn_init;mu_ax;ax_init;mu_bx;bx_init;mu_at;at_init;mu_bt;bt_init;mu_ap;ap_init;mu_bp;bp_init;mu_anu;anu_init;mu_bnu;bnu_init;mu_axo;axo_init;mu_bxo;bxo_init;sdmu;pr_base_flight_survive;flight_survive_scale;flight_survive_power;flight_survive_max_size;min_resources;f;g;generation;mean_an;mean_bn;mean_ax;mean_bx;mean_at;mean_bt;mean_ap;mean_bp;mean_anu;mean_bnu;mean_axo;mean_bxo;mean_resources;var_an;var_bn;var_ax;var_bx;var_at;var_bt;var_ap;var_bp;var_anu;var_bnu;var_axo;var_bxo;var_resources;n;n_female;n_male;file
2832304465;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;-0.000370854;-0.00594382;-0.000280847;-0.0723596;0.00159215;0.000909438;0;0;0.00145283;-0.069422;-0.000408243;0.0757934;110.852;0.000198107;0.00021862;0.00024767;0.000356199;0.000171715;0.000176847;0;0;0.000172877;0.000297692;0.000170482;0.000234729;590.078;2429;1207;1222;./sim_cue_migration_20260718_123204_88
3082804285;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;-0.0021339;-0.028418;-0.00315968;-0.0818798;-0.00235712;0.000740648;0;0;4.01092e-05;0.0534045;0.000535515;0.00327849;16.441;0.000184627;0.000662026;0.00023575;0.000553178;0.000177201;0.000161098;0;0;0.000201356;0.000370114;0.000175511;0.00021853;87.8991;898;442;456;./sim_cue_migration_20260718_123204_89
3239875828;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;-0.00108924;-0.0102554;0.000719962;-0.0794775;0.000557504;-0.00707476;0;0;-0.00332038;0.0539699;-0.000555118;0.00477834;15.7159;0.000150641;0.000251461;0.000162089;0.000571579;0.000191218;0.00021607;0;0;0.000269078;0.000417033;0.000197358;0.000207779;127.351;859;407;452;./sim_cue_migration_20260718_123204_90
1335937026;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;0.000148646;-0.00627474;0.00196817;-0.0703515;-0.000644501;-0.00149419;0;0;0.00104065;-0.0780683;-0.00202393;0.0959053;108.768;0.000194995;0.00019873;0.000241583;0.000335709;0.000238848;0.000184707;0;0;0.00018978;0.000184834;0.000247774;0.000339017;652.019;2362;1163;1199;./sim_cue_migration_20260718_123204_51
3035574223;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;-0.00252844;-0.00508267;-0.00158643;-0.105099;0.000320744;-0.000109377;0;0;-0.000928454;-0.0529884;-0.00056854;0.0843222;102.691;0.000216544;0.000183874;0.000187376;0.000624538;0.000173025;0.000207643;0;0;0.000220169;6.20769e-05;0.000225468;0.000169338;258.327;2375;1208;1167;./sim_cue_migration_20260718_123204_52
2847458735;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;-0.00615362;-0.0352576;-0.00091122;-0.07195;-0.000822776;0.00194829;0;0;-0.00274595;0.0424809;0.00405527;0.00164435;15.8684;0.000183979;0.00066355;0.000246429;0.000353315;0.000146536;0.000193364;0;0;0.000148122;0.000190548;0.000160241;0.000160452;50.6213;927;455;472;./sim_cue_migration_20260718_123204_53
3360475013;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;0.000602054;-0.0131262;-0.00357864;-0.0831953;-0.00035312;-0.000551993;0;0;-0.00171575;0.0641289;0.00122062;-0.000143373;16.5631;0.000172201;0.000345802;0.000278853;6.66541e-05;0.00021155;0.000156646;0;0;0.00018822;0.000193092;0.000181892;0.000247919;44.4936;824;422;402;./sim_cue_migration_20260718_123204_54
2970118303;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;0.00436923;-0.0207714;-7.24093e-05;-0.082369;0.00267539;-0.00580187;0;0;0.000851221;0.0508389;0.00098712;-0.000210399;16.3844;0.0002707;0.000488759;0.000203172;8.61526e-05;0.000199848;0.000208375;0;0;0.000187962;0.000161041;0.000191078;0.000169322;77.0411;900;460;440;./sim_cue_migration_20260718_123204_55
2658287134;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;-0.00225124;-0.0486353;0.000835699;-0.075822;-0.00115999;-0.00332891;0;0;0.00149062;-0.00700564;-0.000791525;0.0149457;96.7653;0.000183644;0.000800517;0.000176881;0.000227504;0.000154685;0.000214598;0;0;0.000196932;3.52855e-06;0.00021265;6.51878e-05;949.553;1777;886;891;./sim_cue_migration_20260718_123204_56
2374091646;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;-0.002568;-0.0338465;-0.00134758;-0.0760961;0.00365327;-0.0011621;0;0;-0.00166024;0.0493106;0.00159335;-0.00197657;15.1369;0.000238058;0.000622038;0.000211625;3.28009e-05;0.000194134;0.000189592;0;0;0.00020487;0.000105744;0.000228639;0.000175193;51.6037;723;372;351;./sim_cue_migration_20260718_123204_57
1611491195;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;0.0021858;-0.035741;-0.00268292;-0.092575;0.000609907;-0.00735237;0;0;-0.000311176;0.0526208;-0.000625355;0.00025156;16.3184;0.000185358;0.000601538;0.000236409;0.000274898;0.000239625;0.000249615;0;0;0.000228182;0.000246255;0.000232819;0.000227089;140.012;760;377;383;./sim_cue_migration_20260718_123204_58
2314431047;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;0.000396191;-0.0356504;-0.0016981;-0.0719856;-0.00278313;-0.00285746;0;0;0.00270501;0.0438225;0.00281271;-0.00250529;14.8614;0.000184325;0.00110496;0.000194089;0.000308407;0.000302177;0.000162376;0;0;0.000160207;0.000225203;0.000171057;0.000219742;98.3205;736;356;380;./sim_cue_migration_20260718_123204_59
1343618296;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;-0.00047809;-0.0314558;-0.00105377;-0.0744253;-0.00325982;0.000327628;0;0;-0.00125596;0.0512294;-0.000387652;0.00401338;13.9297;0.000204131;0.000902432;0.000149193;0.000540648;0.000177871;0.000126156;0;0;0.000182281;0.000378484;0.000189958;0.00015148;60.9404;768;367;401;./sim_cue_migration_20260718_123204_60
3342372859;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;-0.000953923;-0.00328858;-0.00199315;-0.0901821;-0.00135784;0.000490915;0;0;-0.0020681;-0.069715;-0.00240801;0.0823139;114.318;0.000164447;0.000208907;0.000186393;0.000431363;0.000207441;0.000225025;0;0;0.000194906;4.45833e-05;0.000227814;9.68715e-05;360.478;2305;1161;1144;./sim_cue_migration_20260718_123204_111
3602882082;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;0.00387627;-0.00601058;-0.000823239;-0.0742253;0.00552159;-0.00116119;0;0;-0.00117458;-0.0770568;-0.000208943;0.0822914;107.669;0.000204346;0.000268239;0.00021638;0.000125216;0.00020024;0.000208469;0;0;0.000178474;0.000101655;0.000188262;0.00013132;223.218;2423;1237;1186;./sim_cue_migration_20260718_123204_112
2109347648;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;0.00188467;-0.0390062;-0.00023415;-0.0672897;0.00402198;0.00104033;0;0;-0.00463835;0.0398683;0.000331011;0.000296095;14.2981;0.000212438;0.000887255;0.000197539;0.000581843;0.000163425;0.00015918;0;0;0.000242658;0.000233496;0.000193031;0.00015444;60.598;926;430;496;./sim_cue_migration_20260718_123204_113
3043571816;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;-0.00126836;-0.0327262;-0.00464298;-0.080553;-0.00361167;0.00117947;0;0;-0.000513269;0.0518317;0.000899886;0.00250132;16.1598;0.000252093;0.000923338;0.000240095;0.000504362;0.000195186;0.000186859;0;0;0.000167671;0.000240967;0.000174273;0.000148392;89.6925;901;441;460;./sim_cue_migration_20260718_123204_114
3288069688;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;2;3;50000;-0.000571559;-0.057984;-0.000667288;-0.0741986;-0.00491043;-0.002503;0;0;-0.00221077;0.0528068;-0.00122532;0.00230773;16.4787;0.000229912;0.00113094;0.00025132;0.000132454;0.000239459;0.000156666;0;0;0.000191299;0.000183204;0.000162614;0.000130114;67.3144;894;464;430;./sim_cue_migration_20260718_123204_115
3338882821;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;2;3;50000;-0.00264098;-0.0404047;-0.00137846;-0.0888056;-0.00226005;0.00117267;0;0;-0.00144927;-0.00680076;-0.00222935;0.0096887;104.662;0.000212364;0.000821018;0.000206801;0.000425596;0.000152503;0.000161607;0;0;0.000254538;2.09798e-06;0.000238264;7.18644e-05;768.231;1735;870;865;./sim_cue_migration_20260718_123204_116
1959349487;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;-0.00342456;-0.0359148;0.00107392;-0.0842075;0.000841653;-0.00720552;0;0;-0.00391913;0.0516378;-0.00564704;0.00298818;16.6016;0.000174677;0.000761814;0.000221557;-0.000281253;0.000290338;0.000355958;0;0;0.000198514;-1.60413e-05;0.000264533;0.000174369;38.2397;738;396;342;./sim_cue_migration_20260718_123204_117
3626053774;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;0.00087429;-0.0301456;0.00127548;-0.0893541;0.00219559;-0.000635667;0;0;0.0011262;0.0522303;-0.00161926;0.00183486;15.1158;0.000186611;0.000517;0.000190905;0.000426809;0.000191796;0.00024051;0;0;0.000114939;0.000299639;0.000186945;0.000174101;106.345;751;367;384;./sim_cue_migration_20260718_123204_118
2483336422;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;-0.00845474;-0.05884;-0.00471592;-0.0761831;-0.00369548;0.000648437;0;0;-0.00157429;0.0514251;0.00269591;-0.000381976;14.9249;0.000299128;0.001348;0.000220998;0.000140133;0.000185689;0.00018763;0;0;0.000206533;0.000178188;0.000191551;0.000176095;81.943;759;385;374;./sim_cue_migration_20260718_123204_119
3462925998;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;-0.00101887;-0.0219443;-0.00547835;-0.0823138;0.00138301;0.00286642;0;0;0.00432627;0.0564563;-0.00151222;-0.00230555;16.2659;0.000163091;0.000388549;0.0001795;0.000376264;0.000182599;0.000154396;0;0;0.000253089;0.000402435;0.000198993;0.000145556;193.454;737;361;376;./sim_cue_migration_20260718_123204_120
1207002201;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;3;3;50000;-0.00410781;-0.0362874;-0.00243462;-0.0782091;0.00163334;0.00141681;0;0;0.00524224;0.0536043;-0.000552412;0.000162052;14.4329;0.000165739;0.000827604;0.000193108;0.000304967;0.000227617;0.000125978;0;0;0.00013581;0.000276775;0.000205473;0.000320155;95.252;767;376;391;./sim_cue_migration_20260718_123204_21
1415707037;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;3;3;50000;-0.00412303;-0.0151924;-0.00464566;-0.0896432;0.000415439;-0.00569691;0;0;-0.00304157;0.0537707;0.00435388;-0.000345368;16.6123;0.000150101;0.000352101;0.000189651;0.000127474;0.000176552;0.000233373;0;0;0.000160157;0.000219545;0.000204353;0.000223136;84.9219;748;378;370;./sim_cue_migration_20260718_123204_22
858268876;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;3;3;50000;-0.00458361;-0.0346329;0.00260689;-0.0831207;-0.000313538;0.00184468;0;0;-0.00386178;0.0549095;0.00204818;-0.00271677;14.9584;0.000173612;0.000745987;0.000249204;-9.1521e-05;0.000212417;0.000170919;0;0;0.00017625;0.000126963;0.000157098;0.000247164;88.5569;793;412;381;./sim_cue_migration_20260718_123204_23
2291847793;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;3;3;50000;-0.00475386;-0.0132653;0.000776767;-0.0797589;-0.00141127;-0.00320991;0;0;0.000619298;0.0544051;0.000300885;0.00343559;16.5125;0.000156603;0.000257632;0.00026168;-0.000177441;0.000333881;0.00028103;0;0;0.000198361;8.537e-05;0.000189431;9.9033e-05;184.205;718;380;338;./sim_cue_migration_20260718_123204_24
2744237337;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;1;3;50000;-0.000774258;-0.00327981;0.000497814;-0.0712923;-0.000763672;-0.00113168;0;0;-0.0010294;-0.0794707;0.000963828;0.084338;114.121;0.00020389;0.000175003;0.0002041;0.000283162;0.0002118;0.000171971;0;0;0.000197816;2.97592e-05;0.000192851;0.000158958;489.395;2292;1149;1143;./sim_cue_migration_20260718_123204_25
1179333725;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;1;3;50000;0.00346636;-0.0017551;-0.002967;-0.0827037;0.000166637;0.00084145;0;0;0.00174404;-0.0766958;-0.00254381;0.0800432;118.274;0.000182907;0.000197752;0.000230476;0.000492525;0.000183434;0.000195247;0;0;0.000188012;8.63792e-05;0.000186723;0.000125341;486.733;2293;1145;1148;./sim_cue_migration_20260718_123204_26
3432524790;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.1;0.7;1;50;0;1;3;50000;0.00188502;-0.00552238;0.000919209;-0.078354;-0.000990684;-0.000493132;0;0;0.000267601;-0.0795188;0.00194911;0.0924525;118.332;0.000210383;0.000182102;0.00018423;0.000264633;0.000217085;0.000206709;0;0;0.000235001;-0.000142078;0.000221498;-2.66711e-05;98.9963;2184;1127;1057;./sim_cue_migration_20260718_123204_27
2468989626;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.5;0.7;1;50;0;1;3;50000;-0.000660352;-0.00147853;-0.000223836;-0.0715798;0.00108842;-0.00103915;0;0;0.00116166;-0.071721;0.000527334;0.0800711;103.488;0.000229604;0.000208763;0.000180319;0.000319139;0.000189281;0.000197558;0;0;0.000169336;0.000270717;0.000231939;0.000240759;569.084;2413;1194;1219;./sim_cue_migration_20260718_123204_28
619580172;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.01;0.7;1;50;0;2;3;50000;0.00160631;-0.026405;-0.00262421;-0.0819651;0.00287102;-0.00236781;0;0;6.2746e-05;0.0631969;-0.00165608;-0.00192663;15.7454;0.000243536;0.000687585;0.000196689;7.52165e-05;0.000159072;0.000220958;0;0;0.000178068;0.000342936;0.000156476;0.000268747;42.8102;864;441;423;./sim_cue_migration_20260718_123204_29
204140687;2500;50000;50;10;10;10;10;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0;0;0;0;0;0.02;0;0.02;0;0.02;0;0.02;0;0.02;0.05;0.7;1;50;0;2;3;50000;0.000672531;-0.0279649;-0.0046211;-0.0824698;-0.00122652;0.00169969;0;0;-0.001979;0.0663304;-0.0011851;-0.00125857;16.8009;0.00025525;0.000656886;0.000265416;0.000252643;0.000160899;0.000186229;0;0;0.000252991;0.000329541;0.0001645;0.00019032;120.868;864;436;428;./sim_cue_migration_20260718_123204_30
